ball_x,ball_y,ball_vx,ball_vy,paddle_direction,paddle_y,Ball.RADIUS,Paddle.L,Paddle.STEP,WIDTH,HEIGHT,BORDER,VELOCITY,FPS 
206,55,-12,-5,0,240,10,80,20,800,400,20,12,30
194,50,-12,-5,0,240,10,80,20,800,400,20,12,30
182,45,-12,-5,0,240,10,80,20,800,400,20,12,30
170,40,-12,-5,0,240,10,80,20,800,400,20,12,30
158,35,-12,-5,0,240,10,80,20,800,400,20,12,30
146,30,-12,-5,0,240,10,80,20,800,400,20,12,30
134,35,-12,5,0,240,10,80,20,800,400,20,12,30
122,40,-12,5,0,240,10,80,20,800,400,20,12,30
110,45,-12,5,0,240,10,80,20,800,400,20,12,30
98,50,-12,5,0,240,10,80,20,800,400,20,12,30
86,55,-12,5,0,240,10,80,20,800,400,20,12,30
74,60,-12,5,0,240,10,80,20,800,400,20,12,30
62,65,-12,5,0,240,10,80,20,800,400,20,12,30
50,70,-12,5,0,240,10,80,20,800,400,20,12,30
38,75,-12,5,0,240,10,80,20,800,400,20,12,30
50,80,12,5,0,240,10,80,20,800,400,20,12,30
62,85,12,5,0,240,10,80,20,800,400,20,12,30
74,90,12,5,0,240,10,80,20,800,400,20,12,30
86,95,12,5,0,240,10,80,20,800,400,20,12,30
98,100,12,5,0,240,10,80,20,800,400,20,12,30
110,105,12,5,0,240,10,80,20,800,400,20,12,30
122,110,12,5,0,240,10,80,20,800,400,20,12,30
134,115,12,5,0,240,10,80,20,800,400,20,12,30
146,120,12,5,0,240,10,80,20,800,400,20,12,30
158,125,12,5,0,240,10,80,20,800,400,20,12,30
170,130,12,5,0,240,10,80,20,800,400,20,12,30
182,135,12,5,0,240,10,80,20,800,400,20,12,30
194,140,12,5,0,240,10,80,20,800,400,20,12,30
206,145,12,5,0,240,10,80,20,800,400,20,12,30
218,150,12,5,0,240,10,80,20,800,400,20,12,30
230,155,12,5,0,240,10,80,20,800,400,20,12,30
242,160,12,5,0,240,10,80,20,800,400,20,12,30
254,165,12,5,0,240,10,80,20,800,400,20,12,30
266,170,12,5,0,240,10,80,20,800,400,20,12,30
278,175,12,5,0,240,10,80,20,800,400,20,12,30
290,180,12,5,0,240,10,80,20,800,400,20,12,30
302,185,12,5,0,240,10,80,20,800,400,20,12,30
314,190,12,5,0,240,10,80,20,800,400,20,12,30
326,195,12,5,0,240,10,80,20,800,400,20,12,30
338,200,12,5,1,240,10,80,20,800,400,20,12,30
350,205,12,5,0,260,10,80,20,800,400,20,12,30
362,210,12,5,0,260,10,80,20,800,400,20,12,30
374,215,12,5,0,260,10,80,20,800,400,20,12,30
386,220,12,5,0,260,10,80,20,800,400,20,12,30
398,225,12,5,0,260,10,80,20,800,400,20,12,30
410,230,12,5,0,260,10,80,20,800,400,20,12,30
422,235,12,5,0,260,10,80,20,800,400,20,12,30
434,240,12,5,1,260,10,80,20,800,400,20,12,30
446,245,12,5,0,280,10,80,20,800,400,20,12,30
458,250,12,5,0,280,10,80,20,800,400,20,12,30
470,255,12,5,0,280,10,80,20,800,400,20,12,30
482,260,12,5,0,280,10,80,20,800,400,20,12,30
494,265,12,5,0,280,10,80,20,800,400,20,12,30
506,270,12,5,0,280,10,80,20,800,400,20,12,30
518,275,12,5,0,280,10,80,20,800,400,20,12,30
530,280,12,5,0,280,10,80,20,800,400,20,12,30
542,285,12,5,1,280,10,80,20,800,400,20,12,30
554,290,12,5,0,300,10,80,20,800,400,20,12,30
566,295,12,5,0,300,10,80,20,800,400,20,12,30
578,300,12,5,0,300,10,80,20,800,400,20,12,30
590,305,12,5,0,300,10,80,20,800,400,20,12,30
602,310,12,5,0,300,10,80,20,800,400,20,12,30
614,315,12,5,0,300,10,80,20,800,400,20,12,30
626,320,12,5,1,300,10,80,20,800,400,20,12,30
638,325,12,5,0,320,10,80,20,800,400,20,12,30
650,330,12,5,0,320,10,80,20,800,400,20,12,30
662,335,12,5,0,320,10,80,20,800,400,20,12,30
674,340,12,5,0,320,10,80,20,800,400,20,12,30
686,345,12,5,0,320,10,80,20,800,400,20,12,30
698,350,12,5,1,320,10,80,20,800,400,20,12,30
710,355,12,5,0,340,10,80,20,800,400,20,12,30
722,360,12,5,0,340,10,80,20,800,400,20,12,30
734,365,12,5,0,340,10,80,20,800,400,20,12,30
746,370,12,5,0,340,10,80,20,800,400,20,12,30
758,365,12,-5,0,340,10,80,20,800,400,20,12,30
770,360,12,-5,0,340,10,80,20,800,400,20,12,30
758,355,-12,-5,0,340,10,80,20,800,400,20,12,30
746,350,-12,-5,0,340,10,80,20,800,400,20,12,30
734,345,-12,-5,0,340,10,80,20,800,400,20,12,30
722,340,-12,-5,0,340,10,80,20,800,400,20,12,30
710,335,-12,-5,0,340,10,80,20,800,400,20,12,30
698,330,-12,-5,0,340,10,80,20,800,400,20,12,30
686,325,-12,-5,0,340,10,80,20,800,400,20,12,30
674,320,-12,-5,0,340,10,80,20,800,400,20,12,30
662,315,-12,-5,0,340,10,80,20,800,400,20,12,30
650,310,-12,-5,0,340,10,80,20,800,400,20,12,30
638,305,-12,-5,0,340,10,80,20,800,400,20,12,30
626,300,-12,-5,0,340,10,80,20,800,400,20,12,30
614,295,-12,-5,0,340,10,80,20,800,400,20,12,30
602,290,-12,-5,-1,340,10,80,20,800,400,20,12,30
590,285,-12,-5,0,320,10,80,20,800,400,20,12,30
578,280,-12,-5,0,320,10,80,20,800,400,20,12,30
566,275,-12,-5,0,320,10,80,20,800,400,20,12,30
554,270,-12,-5,0,320,10,80,20,800,400,20,12,30
542,265,-12,-5,0,320,10,80,20,800,400,20,12,30
530,260,-12,-5,0,320,10,80,20,800,400,20,12,30
518,255,-12,-5,0,320,10,80,20,800,400,20,12,30
506,250,-12,-5,-1,320,10,80,20,800,400,20,12,30
494,245,-12,-5,0,300,10,80,20,800,400,20,12,30
482,240,-12,-5,0,300,10,80,20,800,400,20,12,30
470,235,-12,-5,0,300,10,80,20,800,400,20,12,30
458,230,-12,-5,0,300,10,80,20,800,400,20,12,30
446,225,-12,-5,0,300,10,80,20,800,400,20,12,30
434,220,-12,-5,0,300,10,80,20,800,400,20,12,30
422,215,-12,-5,0,300,10,80,20,800,400,20,12,30
410,210,-12,-5,0,300,10,80,20,800,400,20,12,30
398,205,-12,-5,0,300,10,80,20,800,400,20,12,30
386,200,-12,-5,0,300,10,80,20,800,400,20,12,30
374,195,-12,-5,0,300,10,80,20,800,400,20,12,30
362,190,-12,-5,0,300,10,80,20,800,400,20,12,30
350,185,-12,-5,0,300,10,80,20,800,400,20,12,30
338,180,-12,-5,0,300,10,80,20,800,400,20,12,30
326,175,-12,-5,0,300,10,80,20,800,400,20,12,30
314,170,-12,-5,0,300,10,80,20,800,400,20,12,30
302,165,-12,-5,0,300,10,80,20,800,400,20,12,30
290,160,-12,-5,0,300,10,80,20,800,400,20,12,30
278,155,-12,-5,0,300,10,80,20,800,400,20,12,30
266,150,-12,-5,0,300,10,80,20,800,400,20,12,30
254,145,-12,-5,0,300,10,80,20,800,400,20,12,30
242,140,-12,-5,0,300,10,80,20,800,400,20,12,30
230,135,-12,-5,0,300,10,80,20,800,400,20,12,30
218,130,-12,-5,0,300,10,80,20,800,400,20,12,30
206,125,-12,-5,0,300,10,80,20,800,400,20,12,30
194,120,-12,-5,0,300,10,80,20,800,400,20,12,30
182,115,-12,-5,0,300,10,80,20,800,400,20,12,30
170,110,-12,-5,0,300,10,80,20,800,400,20,12,30
158,105,-12,-5,0,300,10,80,20,800,400,20,12,30
146,100,-12,-5,0,300,10,80,20,800,400,20,12,30
134,95,-12,-5,0,300,10,80,20,800,400,20,12,30
122,90,-12,-5,0,300,10,80,20,800,400,20,12,30
110,85,-12,-5,0,300,10,80,20,800,400,20,12,30
98,80,-12,-5,0,300,10,80,20,800,400,20,12,30
86,75,-12,-5,0,300,10,80,20,800,400,20,12,30
74,70,-12,-5,0,300,10,80,20,800,400,20,12,30
62,65,-12,-5,0,300,10,80,20,800,400,20,12,30
50,60,-12,-5,0,300,10,80,20,800,400,20,12,30
38,55,-12,-5,0,300,10,80,20,800,400,20,12,30
50,50,12,-5,0,300,10,80,20,800,400,20,12,30
62,45,12,-5,0,300,10,80,20,800,400,20,12,30
74,40,12,-5,0,300,10,80,20,800,400,20,12,30
86,35,12,-5,0,300,10,80,20,800,400,20,12,30
98,30,12,-5,0,300,10,80,20,800,400,20,12,30
110,35,12,5,0,300,10,80,20,800,400,20,12,30
122,40,12,5,0,300,10,80,20,800,400,20,12,30
134,45,12,5,0,300,10,80,20,800,400,20,12,30
146,50,12,5,0,300,10,80,20,800,400,20,12,30
158,55,12,5,0,300,10,80,20,800,400,20,12,30
170,60,12,5,-1,300,10,80,20,800,400,20,12,30
182,65,12,5,0,280,10,80,20,800,400,20,12,30
194,70,12,5,0,280,10,80,20,800,400,20,12,30
206,75,12,5,0,280,10,80,20,800,400,20,12,30
218,80,12,5,0,280,10,80,20,800,400,20,12,30
230,85,12,5,0,280,10,80,20,800,400,20,12,30
242,90,12,5,0,280,10,80,20,800,400,20,12,30
254,95,12,5,0,280,10,80,20,800,400,20,12,30
266,100,12,5,0,280,10,80,20,800,400,20,12,30
278,105,12,5,0,280,10,80,20,800,400,20,12,30
290,110,12,5,0,280,10,80,20,800,400,20,12,30
302,115,12,5,0,280,10,80,20,800,400,20,12,30
314,120,12,5,-1,280,10,80,20,800,400,20,12,30
326,125,12,5,0,260,10,80,20,800,400,20,12,30
338,130,12,5,0,260,10,80,20,800,400,20,12,30
350,135,12,5,0,260,10,80,20,800,400,20,12,30
362,140,12,5,0,260,10,80,20,800,400,20,12,30
374,145,12,5,0,260,10,80,20,800,400,20,12,30
386,150,12,5,0,260,10,80,20,800,400,20,12,30
398,155,12,5,-1,260,10,80,20,800,400,20,12,30
410,160,12,5,0,240,10,80,20,800,400,20,12,30
422,165,12,5,0,240,10,80,20,800,400,20,12,30
434,170,12,5,0,240,10,80,20,800,400,20,12,30
446,175,12,5,0,240,10,80,20,800,400,20,12,30
458,180,12,5,0,240,10,80,20,800,400,20,12,30
470,185,12,5,0,240,10,80,20,800,400,20,12,30
482,190,12,5,0,240,10,80,20,800,400,20,12,30
494,195,12,5,0,240,10,80,20,800,400,20,12,30
506,200,12,5,0,240,10,80,20,800,400,20,12,30
518,205,12,5,1,240,10,80,20,800,400,20,12,30
530,210,12,5,0,260,10,80,20,800,400,20,12,30
542,215,12,5,0,260,10,80,20,800,400,20,12,30
554,220,12,5,0,260,10,80,20,800,400,20,12,30
566,225,12,5,0,260,10,80,20,800,400,20,12,30
578,230,12,5,1,260,10,80,20,800,400,20,12,30
590,235,12,5,0,280,10,80,20,800,400,20,12,30
602,240,12,5,0,280,10,80,20,800,400,20,12,30
614,245,12,5,0,280,10,80,20,800,400,20,12,30
626,250,12,5,0,280,10,80,20,800,400,20,12,30
638,255,12,5,0,280,10,80,20,800,400,20,12,30
650,260,12,5,1,280,10,80,20,800,400,20,12,30
662,265,12,5,0,300,10,80,20,800,400,20,12,30
674,270,12,5,0,300,10,80,20,800,400,20,12,30
686,275,12,5,0,300,10,80,20,800,400,20,12,30
698,280,12,5,0,300,10,80,20,800,400,20,12,30
710,285,12,5,0,300,10,80,20,800,400,20,12,30
722,290,12,5,0,300,10,80,20,800,400,20,12,30
734,295,12,5,0,300,10,80,20,800,400,20,12,30
746,300,12,5,0,300,10,80,20,800,400,20,12,30
758,305,12,5,0,300,10,80,20,800,400,20,12,30
770,310,12,5,0,300,10,80,20,800,400,20,12,30
758,315,-12,5,0,300,10,80,20,800,400,20,12,30
746,320,-12,5,0,300,10,80,20,800,400,20,12,30
734,325,-12,5,0,300,10,80,20,800,400,20,12,30
722,330,-12,5,0,300,10,80,20,800,400,20,12,30
710,335,-12,5,0,300,10,80,20,800,400,20,12,30
698,340,-12,5,0,300,10,80,20,800,400,20,12,30
686,345,-12,5,0,300,10,80,20,800,400,20,12,30
674,350,-12,5,0,300,10,80,20,800,400,20,12,30
662,355,-12,5,0,300,10,80,20,800,400,20,12,30
650,360,-12,5,0,300,10,80,20,800,400,20,12,30
638,365,-12,5,0,300,10,80,20,800,400,20,12,30
626,370,-12,5,0,300,10,80,20,800,400,20,12,30
614,365,-12,-5,0,300,10,80,20,800,400,20,12,30
602,360,-12,-5,0,300,10,80,20,800,400,20,12,30
590,355,-12,-5,0,300,10,80,20,800,400,20,12,30
578,350,-12,-5,1,300,10,80,20,800,400,20,12,30
566,345,-12,-5,0,320,10,80,20,800,400,20,12,30
554,340,-12,-5,0,320,10,80,20,800,400,20,12,30
542,335,-12,-5,0,320,10,80,20,800,400,20,12,30
530,330,-12,-5,0,320,10,80,20,800,400,20,12,30
518,325,-12,-5,0,320,10,80,20,800,400,20,12,30
506,320,-12,-5,0,320,10,80,20,800,400,20,12,30
494,315,-12,-5,0,320,10,80,20,800,400,20,12,30
482,310,-12,-5,0,320,10,80,20,800,400,20,12,30
470,305,-12,-5,0,320,10,80,20,800,400,20,12,30
458,300,-12,-5,0,320,10,80,20,800,400,20,12,30
446,295,-12,-5,0,320,10,80,20,800,400,20,12,30
434,290,-12,-5,-1,320,10,80,20,800,400,20,12,30
422,285,-12,-5,0,300,10,80,20,800,400,20,12,30
410,280,-12,-5,0,300,10,80,20,800,400,20,12,30
398,275,-12,-5,0,300,10,80,20,800,400,20,12,30
386,270,-12,-5,0,300,10,80,20,800,400,20,12,30
374,265,-12,-5,0,300,10,80,20,800,400,20,12,30
362,260,-12,-5,0,300,10,80,20,800,400,20,12,30
350,255,-12,-5,0,300,10,80,20,800,400,20,12,30
338,250,-12,-5,0,300,10,80,20,800,400,20,12,30
326,245,-12,-5,0,300,10,80,20,800,400,20,12,30
314,240,-12,-5,0,300,10,80,20,800,400,20,12,30
302,235,-12,-5,0,300,10,80,20,800,400,20,12,30
290,230,-12,-5,0,300,10,80,20,800,400,20,12,30
278,225,-12,-5,0,300,10,80,20,800,400,20,12,30
266,220,-12,-5,0,300,10,80,20,800,400,20,12,30
254,215,-12,-5,0,300,10,80,20,800,400,20,12,30
242,210,-12,-5,0,300,10,80,20,800,400,20,12,30
230,205,-12,-5,0,300,10,80,20,800,400,20,12,30
218,200,-12,-5,0,300,10,80,20,800,400,20,12,30
206,195,-12,-5,0,300,10,80,20,800,400,20,12,30
194,190,-12,-5,-1,300,10,80,20,800,400,20,12,30
182,185,-12,-5,0,280,10,80,20,800,400,20,12,30
170,180,-12,-5,0,280,10,80,20,800,400,20,12,30
158,175,-12,-5,0,280,10,80,20,800,400,20,12,30
146,170,-12,-5,0,280,10,80,20,800,400,20,12,30
134,165,-12,-5,0,280,10,80,20,800,400,20,12,30
122,160,-12,-5,0,280,10,80,20,800,400,20,12,30
110,155,-12,-5,0,280,10,80,20,800,400,20,12,30
98,150,-12,-5,0,280,10,80,20,800,400,20,12,30
86,145,-12,-5,0,280,10,80,20,800,400,20,12,30
74,140,-12,-5,-1,280,10,80,20,800,400,20,12,30
62,135,-12,-5,0,260,10,80,20,800,400,20,12,30
50,130,-12,-5,0,260,10,80,20,800,400,20,12,30
38,125,-12,-5,0,260,10,80,20,800,400,20,12,30
50,120,12,-5,0,260,10,80,20,800,400,20,12,30
62,115,12,-5,0,260,10,80,20,800,400,20,12,30
74,110,12,-5,0,260,10,80,20,800,400,20,12,30
86,105,12,-5,0,260,10,80,20,800,400,20,12,30
98,100,12,-5,0,260,10,80,20,800,400,20,12,30
110,95,12,-5,0,260,10,80,20,800,400,20,12,30
122,90,12,-5,0,260,10,80,20,800,400,20,12,30
134,85,12,-5,-1,260,10,80,20,800,400,20,12,30
146,80,12,-5,0,240,10,80,20,800,400,20,12,30
158,75,12,-5,0,240,10,80,20,800,400,20,12,30
170,70,12,-5,0,240,10,80,20,800,400,20,12,30
182,65,12,-5,0,240,10,80,20,800,400,20,12,30
194,60,12,-5,0,240,10,80,20,800,400,20,12,30
206,55,12,-5,0,240,10,80,20,800,400,20,12,30
218,50,12,-5,0,240,10,80,20,800,400,20,12,30
230,45,12,-5,-1,240,10,80,20,800,400,20,12,30
242,40,12,-5,0,220,10,80,20,800,400,20,12,30
254,35,12,-5,0,220,10,80,20,800,400,20,12,30
266,30,12,-5,0,220,10,80,20,800,400,20,12,30
278,35,12,5,0,220,10,80,20,800,400,20,12,30
290,40,12,5,0,220,10,80,20,800,400,20,12,30
302,45,12,5,0,220,10,80,20,800,400,20,12,30
314,50,12,5,-1,220,10,80,20,800,400,20,12,30
326,55,12,5,0,200,10,80,20,800,400,20,12,30
338,60,12,5,0,200,10,80,20,800,400,20,12,30
350,65,12,5,0,200,10,80,20,800,400,20,12,30
362,70,12,5,0,200,10,80,20,800,400,20,12,30
374,75,12,5,0,200,10,80,20,800,400,20,12,30
386,80,12,5,0,200,10,80,20,800,400,20,12,30
398,85,12,5,0,200,10,80,20,800,400,20,12,30
410,90,12,5,0,200,10,80,20,800,400,20,12,30
422,95,12,5,0,200,10,80,20,800,400,20,12,30
434,100,12,5,0,200,10,80,20,800,400,20,12,30
446,105,12,5,1,200,10,80,20,800,400,20,12,30
458,110,12,5,0,220,10,80,20,800,400,20,12,30
470,115,12,5,0,220,10,80,20,800,400,20,12,30
482,120,12,5,0,220,10,80,20,800,400,20,12,30
494,125,12,5,0,220,10,80,20,800,400,20,12,30
506,130,12,5,0,220,10,80,20,800,400,20,12,30
518,135,12,5,0,220,10,80,20,800,400,20,12,30
530,140,12,5,1,220,10,80,20,800,400,20,12,30
542,145,12,5,0,240,10,80,20,800,400,20,12,30
554,150,12,5,0,240,10,80,20,800,400,20,12,30
566,155,12,5,0,240,10,80,20,800,400,20,12,30
578,160,12,5,0,240,10,80,20,800,400,20,12,30
590,165,12,5,0,240,10,80,20,800,400,20,12,30
602,170,12,5,0,240,10,80,20,800,400,20,12,30
614,175,12,5,0,240,10,80,20,800,400,20,12,30
626,180,12,5,0,240,10,80,20,800,400,20,12,30
638,185,12,5,0,240,10,80,20,800,400,20,12,30
650,190,12,5,0,240,10,80,20,800,400,20,12,30
662,195,12,5,0,240,10,80,20,800,400,20,12,30
674,200,12,5,0,240,10,80,20,800,400,20,12,30
686,205,12,5,0,240,10,80,20,800,400,20,12,30
698,210,12,5,0,240,10,80,20,800,400,20,12,30
710,215,12,5,0,240,10,80,20,800,400,20,12,30
722,220,12,5,0,240,10,80,20,800,400,20,12,30
734,225,12,5,0,240,10,80,20,800,400,20,12,30
746,230,12,5,0,240,10,80,20,800,400,20,12,30
758,235,12,5,0,240,10,80,20,800,400,20,12,30
770,240,12,5,0,240,10,80,20,800,400,20,12,30
758,245,-12,5,0,240,10,80,20,800,400,20,12,30
746,250,-12,5,0,240,10,80,20,800,400,20,12,30
734,255,-12,5,0,240,10,80,20,800,400,20,12,30
722,260,-12,5,0,240,10,80,20,800,400,20,12,30
710,265,-12,5,0,240,10,80,20,800,400,20,12,30
698,270,-12,5,0,240,10,80,20,800,400,20,12,30
686,275,-12,5,0,240,10,80,20,800,400,20,12,30
674,280,-12,5,0,240,10,80,20,800,400,20,12,30
662,285,-12,5,0,240,10,80,20,800,400,20,12,30
650,290,-12,5,0,240,10,80,20,800,400,20,12,30
638,295,-12,5,0,240,10,80,20,800,400,20,12,30
626,300,-12,5,0,240,10,80,20,800,400,20,12,30
614,305,-12,5,0,240,10,80,20,800,400,20,12,30
602,310,-12,5,0,240,10,80,20,800,400,20,12,30
590,315,-12,5,0,240,10,80,20,800,400,20,12,30
578,320,-12,5,0,240,10,80,20,800,400,20,12,30
566,325,-12,5,0,240,10,80,20,800,400,20,12,30
554,330,-12,5,0,240,10,80,20,800,400,20,12,30
542,335,-12,5,0,240,10,80,20,800,400,20,12,30
530,340,-12,5,0,240,10,80,20,800,400,20,12,30
518,345,-12,5,0,240,10,80,20,800,400,20,12,30
506,350,-12,5,0,240,10,80,20,800,400,20,12,30
494,355,-12,5,0,240,10,80,20,800,400,20,12,30
482,360,-12,5,0,240,10,80,20,800,400,20,12,30
470,365,-12,5,0,240,10,80,20,800,400,20,12,30
458,370,-12,5,0,240,10,80,20,800,400,20,12,30
446,365,-12,-5,0,240,10,80,20,800,400,20,12,30
434,360,-12,-5,0,240,10,80,20,800,400,20,12,30
422,355,-12,-5,0,240,10,80,20,800,400,20,12,30
410,350,-12,-5,0,240,10,80,20,800,400,20,12,30
398,345,-12,-5,0,240,10,80,20,800,400,20,12,30
386,340,-12,-5,0,240,10,80,20,800,400,20,12,30
374,335,-12,-5,0,240,10,80,20,800,400,20,12,30
362,330,-12,-5,0,240,10,80,20,800,400,20,12,30
350,325,-12,-5,0,240,10,80,20,800,400,20,12,30
338,320,-12,-5,0,240,10,80,20,800,400,20,12,30
326,315,-12,-5,0,240,10,80,20,800,400,20,12,30
314,310,-12,-5,0,240,10,80,20,800,400,20,12,30
302,305,-12,-5,0,240,10,80,20,800,400,20,12,30
290,300,-12,-5,0,240,10,80,20,800,400,20,12,30
278,295,-12,-5,0,240,10,80,20,800,400,20,12,30
266,290,-12,-5,0,240,10,80,20,800,400,20,12,30
254,285,-12,-5,0,240,10,80,20,800,400,20,12,30
242,280,-12,-5,0,240,10,80,20,800,400,20,12,30
230,275,-12,-5,0,240,10,80,20,800,400,20,12,30
218,270,-12,-5,0,240,10,80,20,800,400,20,12,30
206,265,-12,-5,0,240,10,80,20,800,400,20,12,30
194,260,-12,-5,0,240,10,80,20,800,400,20,12,30
182,255,-12,-5,0,240,10,80,20,800,400,20,12,30
170,250,-12,-5,0,240,10,80,20,800,400,20,12,30
158,245,-12,-5,0,240,10,80,20,800,400,20,12,30
146,240,-12,-5,0,240,10,80,20,800,400,20,12,30
134,235,-12,-5,0,240,10,80,20,800,400,20,12,30
122,230,-12,-5,0,240,10,80,20,800,400,20,12,30
110,225,-12,-5,0,240,10,80,20,800,400,20,12,30
98,220,-12,-5,0,240,10,80,20,800,400,20,12,30
86,215,-12,-5,0,240,10,80,20,800,400,20,12,30
74,210,-12,-5,0,240,10,80,20,800,400,20,12,30
62,205,-12,-5,0,240,10,80,20,800,400,20,12,30
50,200,-12,-5,0,240,10,80,20,800,400,20,12,30
38,195,-12,-5,0,240,10,80,20,800,400,20,12,30
50,190,12,-5,0,240,10,80,20,800,400,20,12,30
62,185,12,-5,0,240,10,80,20,800,400,20,12,30
74,180,12,-5,0,240,10,80,20,800,400,20,12,30
86,175,12,-5,0,240,10,80,20,800,400,20,12,30
98,170,12,-5,0,240,10,80,20,800,400,20,12,30
110,165,12,-5,0,240,10,80,20,800,400,20,12,30
122,160,12,-5,0,240,10,80,20,800,400,20,12,30
134,155,12,-5,0,240,10,80,20,800,400,20,12,30
146,150,12,-5,-1,240,10,80,20,800,400,20,12,30
158,145,12,-5,0,220,10,80,20,800,400,20,12,30
170,140,12,-5,0,220,10,80,20,800,400,20,12,30
182,135,12,-5,0,220,10,80,20,800,400,20,12,30
194,130,12,-5,0,220,10,80,20,800,400,20,12,30
206,125,12,-5,0,220,10,80,20,800,400,20,12,30
218,120,12,-5,-1,220,10,80,20,800,400,20,12,30
230,115,12,-5,0,200,10,80,20,800,400,20,12,30
242,110,12,-5,0,200,10,80,20,800,400,20,12,30
254,105,12,-5,0,200,10,80,20,800,400,20,12,30
266,100,12,-5,0,200,10,80,20,800,400,20,12,30
278,95,12,-5,0,200,10,80,20,800,400,20,12,30
290,90,12,-5,-1,200,10,80,20,800,400,20,12,30
302,85,12,-5,0,180,10,80,20,800,400,20,12,30
314,80,12,-5,0,180,10,80,20,800,400,20,12,30
326,75,12,-5,0,180,10,80,20,800,400,20,12,30
338,70,12,-5,0,180,10,80,20,800,400,20,12,30
350,65,12,-5,-1,180,10,80,20,800,400,20,12,30
362,60,12,-5,0,160,10,80,20,800,400,20,12,30
374,55,12,-5,0,160,10,80,20,800,400,20,12,30
386,50,12,-5,0,160,10,80,20,800,400,20,12,30
398,45,12,-5,0,160,10,80,20,800,400,20,12,30
410,40,12,-5,0,160,10,80,20,800,400,20,12,30
422,35,12,-5,0,160,10,80,20,800,400,20,12,30
434,30,12,-5,-1,160,10,80,20,800,400,20,12,30
446,35,12,5,0,140,10,80,20,800,400,20,12,30
458,40,12,5,0,140,10,80,20,800,400,20,12,30
470,45,12,5,0,140,10,80,20,800,400,20,12,30
482,50,12,5,0,140,10,80,20,800,400,20,12,30
494,55,12,5,0,140,10,80,20,800,400,20,12,30
506,60,12,5,0,140,10,80,20,800,400,20,12,30
518,65,12,5,0,140,10,80,20,800,400,20,12,30
530,70,12,5,0,140,10,80,20,800,400,20,12,30
542,75,12,5,0,140,10,80,20,800,400,20,12,30
554,80,12,5,0,140,10,80,20,800,400,20,12,30
566,85,12,5,0,140,10,80,20,800,400,20,12,30
578,90,12,5,0,140,10,80,20,800,400,20,12,30
590,95,12,5,0,140,10,80,20,800,400,20,12,30
602,100,12,5,0,140,10,80,20,800,400,20,12,30
614,105,12,5,0,140,10,80,20,800,400,20,12,30
626,110,12,5,0,140,10,80,20,800,400,20,12,30
638,115,12,5,0,140,10,80,20,800,400,20,12,30
650,120,12,5,0,140,10,80,20,800,400,20,12,30
662,125,12,5,0,140,10,80,20,800,400,20,12,30
674,130,12,5,0,140,10,80,20,800,400,20,12,30
686,135,12,5,0,140,10,80,20,800,400,20,12,30
698,140,12,5,0,140,10,80,20,800,400,20,12,30
710,145,12,5,0,140,10,80,20,800,400,20,12,30
722,150,12,5,0,140,10,80,20,800,400,20,12,30
734,155,12,5,1,140,10,80,20,800,400,20,12,30
746,160,12,5,0,160,10,80,20,800,400,20,12,30
758,165,12,5,0,160,10,80,20,800,400,20,12,30
770,170,12,5,0,160,10,80,20,800,400,20,12,30
758,175,-12,5,0,160,10,80,20,800,400,20,12,30
746,180,-12,5,0,160,10,80,20,800,400,20,12,30
734,185,-12,5,0,160,10,80,20,800,400,20,12,30
722,190,-12,5,0,160,10,80,20,800,400,20,12,30
710,195,-12,5,0,160,10,80,20,800,400,20,12,30
698,200,-12,5,0,160,10,80,20,800,400,20,12,30
686,205,-12,5,0,160,10,80,20,800,400,20,12,30
674,210,-12,5,0,160,10,80,20,800,400,20,12,30
662,215,-12,5,0,160,10,80,20,800,400,20,12,30
650,220,-12,5,0,160,10,80,20,800,400,20,12,30
638,225,-12,5,0,160,10,80,20,800,400,20,12,30
626,230,-12,5,0,160,10,80,20,800,400,20,12,30
614,235,-12,5,0,160,10,80,20,800,400,20,12,30
602,240,-12,5,1,160,10,80,20,800,400,20,12,30
590,245,-12,5,0,180,10,80,20,800,400,20,12,30
578,250,-12,5,0,180,10,80,20,800,400,20,12,30
566,255,-12,5,0,180,10,80,20,800,400,20,12,30
554,260,-12,5,0,180,10,80,20,800,400,20,12,30
542,265,-12,5,0,180,10,80,20,800,400,20,12,30
530,270,-12,5,0,180,10,80,20,800,400,20,12,30
518,275,-12,5,0,180,10,80,20,800,400,20,12,30
506,280,-12,5,0,180,10,80,20,800,400,20,12,30
494,285,-12,5,1,180,10,80,20,800,400,20,12,30
482,290,-12,5,0,200,10,80,20,800,400,20,12,30
470,295,-12,5,0,200,10,80,20,800,400,20,12,30
458,300,-12,5,0,200,10,80,20,800,400,20,12,30
446,305,-12,5,0,200,10,80,20,800,400,20,12,30
434,310,-12,5,0,200,10,80,20,800,400,20,12,30
422,315,-12,5,0,200,10,80,20,800,400,20,12,30
410,320,-12,5,0,200,10,80,20,800,400,20,12,30
398,325,-12,5,1,200,10,80,20,800,400,20,12,30
386,330,-12,5,0,220,10,80,20,800,400,20,12,30
374,335,-12,5,0,220,10,80,20,800,400,20,12,30
362,340,-12,5,0,220,10,80,20,800,400,20,12,30
350,345,-12,5,0,220,10,80,20,800,400,20,12,30
338,350,-12,5,0,220,10,80,20,800,400,20,12,30
326,355,-12,5,0,220,10,80,20,800,400,20,12,30
314,360,-12,5,0,220,10,80,20,800,400,20,12,30
